Date,R005
20200429,0.0
20200430,0.0
20200501,0.0
20200502,0.0
20200503,0.0
20200504,20093.4412
20200505,25861.7296
20200506,23075.9207
20200507,19895.0773
20200508,22116.7282
20200509,22851.6204
20200510,18493.9748
20200511,17882.5696
20200512,18586.4042
20200513,16903.1401
20200514,15707.8768
20200515,20361.1478
20200516,24177.6808
20200517,20023.9746
20200518,18421.5346
20200519,17825.1626
20200520,18611.3494
20200521,17891.3252
20200522,20424.7498
20200523,19316.2165
20200524,21373.6173
20200525,14555.5242
20200526,16838.2991
20200527,17461.9291
20200528,19432.2282
20200529,26966.1329
20200530,23749.0281
20200531,22725.4489
20200601,17036.9934
20200602,21340.9903
20200603,18843.951
20200604,17446.4829
20200605,26069.799
20200606,24182.0173
20200607,23244.5899
20200608,17921.5155
20200609,20940.5042
20200610,19667.6382
20200611,22614.9301
20200612,24527.0788
20200613,26869.9865
20200614,24259.2896
20200615,19783.0304
20200616,18661.4876
20200617,21937.8992
20200618,23012.1122
20200619,25647.5478
20200620,27107.8332
20200621,24385.6263
20200622,19778.7765
20200623,19555.4261
20200624,21114.2946
20200625,22512.7539
20200626,26371.3303
20200627,22096.1195
20200628,26113.3292
20200629,19123.6346
20200630,18850.2286
20200701,19266.2022
20200702,23018.3485
20200703,22584.2442
20200704,25900.3038
20200705,24125.3124
20200706,16065.4935
20200707,17910.2406
20200708,19437.7211
20200709,28755.125
20200710,22553.5583
20200711,24972.7884
20200712,23103.0135
20200713,20526.2239
20200714,20273.1788
20200715,18807.7309
20200716,24577.9191
20200717,22706.6161
20200718,25411.8487
20200719,23952.4719
20200720,18403.28
20200721,19135.2399
20200722,19051.0705
20200723,22418.8377
20200724,23769.0173
20200725,22696.1672
20200726,25180.1557
20200727,17444.294
20200728,20433.2989
20200729,19227.7932
20200730,24043.7862
20200731,22977.8332
20200801,27878.0782
20200802,23933.1435
20200803,22310.4252
20200804,19165.5541
20200805,19778.1157
20200806,20442.1371
20200807,25079.2185
20200808,25756.9928
20200809,20092.863
20200810,20270.6182
20200811,16727.2847
20200812,20452.0078
20200813,22212.7507
20200814,24454.0191
20200815,15714.0718
20200816,23040.5679
20200817,21827.4217
20200818,21032.4793
20200819,22217.9132
20200820,20642.1943
20200821,21660.6936
20200822,26043.1605
20200823,23657.0943
20200824,24413.2147
20200825,23149.0217
20200826,22534.4777
20200827,27485.563
20200828,28456.4434
20200829,28753.9686
20200830,28351.7892
20200831,26761.3675
20200901,24173.2204
20200902,25513.3228
20200903,25975.0568
20200904,29172.255
20200905,30831.2347
20200906,26624.3754
20200907,25951.6397
20200908,24653.9111
20200909,23621.7415
20200910,29146.1534
20200911,32962.6864
20200912,34685.9289
20200913,26559.6583
20200914,30562.0826
20200915,28497.5369
20200916,26931.6887
20200917,31182.0369
20200918,37635.1619
20200919,35496.8957
20200920,30155.3189
20200921,25870.0722
20200922,27667.5721
20200923,26195.4336
20200924,25478.6721
20200925,33870.543
20200926,34621.1292
20200927,30299.2494
20200928,23906.5463
20200929,24410.4063
20200930,25942.9667
20201001,27774.9934
20201002,37149.5152
20201003,35027.9755
20201004,27565.1481
20201005,15561.2618
20201006,28357.819
20201007,25790.2393
20201008,27027.8764
20201009,36023.099
20201010,32950.4203
20201011,26161.3198
20201012,22409.2974
20201013,22962.8413
20201014,26071.6988
20201015,23547.5254
20201016,33260.9137
20201017,36619.2645
20201018,25470.4534
20201019,22165.5861
20201020,22206.4318
20201021,23031.8536
20201022,27180.3973
20201023,29363.9696
20201024,31524.29
20201025,24792.5139
20201026,16422.3255
20201027,21285.3179
20201028,19163.4065
20201029,22120.8582
20201030,27658.4861
20201031,32133.465
20201101,23878.2145
20201102,19461.2621
20201103,18879.7581
20201104,25023.6287
20201105,28470.981
20201106,17324.8957
20201107,17104.0233
20201108,15540.6944
20201109,15033.9847
20201110,16340.2624
20201111,15490.5975
20201112,18637.038
20201113,23932.8131
20201114,21919.7685
20201115,19840.933
20201116,16446.3621
20201117,16635.1031
20201118,18139.3317
20201119,17935.4749
20201120,24345.0284
20201121,25788.7525
20201122,19369.3283
20201123,16814.9646
20201124,18463.2476
20201125,18838.9537
20201126,20226.3033
20201127,23625.665
20201128,25022.3897
20201129,21409.507
20201130,18662.5614
20201201,20717.4429
20201202,19011.7529
20201203,20810.1614
20201204,17799.1023
20201205,20976.0222
20201206,22990.7188
20201207,23977.954
20201208,18902.3079
20201209,18133.9214
20201210,24968.1628
20201211,27885.9252
20201212,27203.9383
20201213,26921.818
20201214,18454.5333
20201215,26190.395
20201216,25427.0058
20201217,28410.6004
20201218,36610.3024
20201219,33773.901
20201220,29177.2936
20201221,21805.3262
20201222,25624.4198
20201223,31196.0789
20201224,4251.009
20201225,0.0
20201226,13168.2985
20201227,18811.4479
20201228,22222.0845
20201229,26934.9101
20201230,27499.5224
20201231,6492.9795
20210101,12557.678
20210102,20371.2663
20210103,20389.2731
20210104,25859.2103
20210105,19162.4566
20210106,17615.9368
20210107,22405.4565
20210108,29964.4303
20210109,25208.1158
20210110,21627.4471
20210111,19850.8863
20210112,21533.9439
20210113,23133.9059
20210114,21525.6426
20210115,32660.7421
20210116,29449.4193
20210117,18330.4268
20210118,16270.548
20210119,19566.4119
20210120,20328.4795
20210121,18866.1291
20210122,26085.6169
20210123,25548.6343
20210124,23929.4265
20210125,20973.379
20210126,23317.2779
20210127,23534.7224
20210128,26383.2247
20210129,33531.3048
20210130,27403.6238
20210131,23330.9482
20210201,20171.5395
20210202,23896.18
20210203,23756.0904
20210204,24903.1153
20210205,33311.341
20210206,33170.9623
20210207,25214.9716
20210208,19276.0729
20210209,24338.4617
20210210,25190.8937
20210211,25148.6025
20210212,31967.6455
20210213,31219.909
20210214,28025.2301
20210215,21878.7576
20210216,22588.1677
20210217,21686.0931
20210218,25081.6552
20210219,33360.075
20210220,30651.2906
20210221,27962.578
20210222,21417.6844
20210223,21429.6614
20210224,25076.9057
20210225,22951.5664
20210226,32839.282
20210227,34607.3763
20210228,31925.0652
20210301,19201.9394
20210302,20670.7326
20210303,21089.5146
20210304,26863.1307
20210305,28018.1678
20210306,27290.627
20210307,22322.6087
20210308,19602.3429
20210309,18385.4384
20210310,20503.8806
20210311,24432.6257
20210312,28992.3109
20210313,32513.1359
20210314,25503.3282
20210315,13878.2868
20210316,17432.0692
20210317,18759.4925
20210318,19763.1238
20210319,25919.3431
20210320,25206.9594
20210321,21397.9017
20210322,15791.6745
20210323,17261.7067
20210324,21048.6689
20210325,22680.2254
20210326,28264.3984
20210327,25919.7974
20210328,22236.6221
20210329,16953.4848
20210330,18005.0241
20210331,21553.0658
20210401,22884.2474
20210402,22117.0173
20210403,24169.2969
20210404,0.0
20210405,22895.7288
20210406,19251.169
20210407,22820.315
20210408,20623.0724
20210409,28898.7664
20210410,29782.4625
20210411,22369.6494
20210412,23436.6762
20210413,23859.7534
20210414,23165.17
20210415,25762.4444
20210416,36083.5209
20210417,36881.6847
20210418,28298.7187
20210419,23610.6731
20210420,25263.0448
20210421,23660.8939
20210422,27140.0059
20210423,36757.4543
20210424,33763.0391
20210425,29897.9373
20210426,21392.0784
20210427,23708.9258
20210428,25541.2416
20210429,26026.3927
20210430,38196.8419
20210501,30684.2067
20210502,30160.0271
20210503,23635.6183
20210504,24890.8492
20210505,23461.704
20210506,28794.1535
20210507,35354.7411
20210508,32609.0345
20210509,28355.341
20210510,20901.104
20210511,22171.6985
20210512,26825.2586
20210513,30856.7168
20210514,33900.9811
20210515,38674.146
20210516,32845.89
20210517,25620.7441
20210518,27947.5448
20210519,28541.8105
20210520,29837.8458
20210521,39345.8079
20210522,37516.8787
20210523,27636.5558
20210524,25735.8059
20210525,28182.707
20210526,28128.3975
20210527,28354.6389
20210528,36891.1011
20210529,34622.8225
20210530,29808.2337
20210531,24949.9495
20210601,33785.0107
20210602,27719.0319
20210603,25063.6484
20210604,35521.0975
20210605,33000.9715
20210606,28567.9534
20210607,28062.1523
20210608,41761.5275
20210609,28158.6291
20210610,25643.7482
20210611,30109.3107
20210612,32618.5335
20210613,26372.6932
20210614,26753.9748
20210615,29419.8072
20210616,28317.4689
20210617,28021.5957
20210618,31367.4326
20210619,33403.3161
20210620,29280.6675
20210621,27379.0503
20210622,27257.5457
20210623,25445.343
20210624,34840.6387
20210625,34616.2145
20210626,31791.8314
20210627,33542.208
20210628,24603.5251
20210629,26242.5982
20210630,29245.0256
20210701,31842.3826
20210702,35217.9968
20210703,34637.5253
20210704,33192.0253
20210705,23228.1938
20210706,24397.0251
20210707,29962.8609
20210708,26601.2061
20210709,37708.7172
20210710,35373.0783
20210711,30881.9511
20210712,27557.838
20210713,31361.5267
20210714,28245.6069
20210715,33589.8269
20210716,34410.7883
20210717,39288.8552
20210718,30114.3906
20210719,28239.7836
20210720,26131.0882
20210721,26930.1193
20210722,27198.9823
20210723,30245.3116
20210724,31601.521
20210725,30157.8795
20210726,25811.0545
20210727,26372.0737
20210728,24875.403
20210729,29817.8979
20210730,31540.397
20210731,32865.4662
20210801,33863.1503
20210802,26231.9015
20210803,22905.8886
20210804,28894.1821
20210805,25168.0135
20210806,29688.092
20210807,30054.3404
20210808,28541.6866
20210809,26349.9369
20210810,25619.216
20210811,22730.8179
20210812,27761.8187
20210813,29794.5634
20210814,28043.9803
20210815,24226.5387
20210816,27489.5278
20210817,27242.8842
20210818,25657.1707
20210819,25302.5276
20210820,26806.5084
20210821,31232.3403
20210822,30752.9712
20210823,29959.5156
20210824,27542.144
20210825,28630.1925
20210826,28856.8469
20210827,36762.8646
20210828,39829.72
20210829,35458.4454
20210830,33509.4984
20210831,29434.2209
20210901,32590.1191
20210902,33101.2479
20210903,38193.6205
20210904,40154.5032
20210905,34268.1381
20210906,29714.8957
20210907,29109.9333
20210908,34536.8772
20210909,32869.6375
20210910,38326.6478
20210911,37193.2519
20210912,28943.6182
20210913,37529.6817
20210914,28796.2185
20210915,33625.634
20210916,34759.2777
20210917,42700.07
20210918,41792.1721
20210919,35871.0324
20210920,30254.1911
20210921,30608.1734
20210922,33600.1519
20210923,33222.546
20210924,45509.5851
20210925,38538.269
20210926,29081.8906
20210927,25589.7691
20210928,27538.7574
20210929,26801.0155
20210930,30325.3923
20211001,45434.543
20211002,38771.614
20211003,29033.8587
20211004,22171.3681
20211005,24218.32
20211006,29049.7179
20211007,28959.1057
20211008,42261.877
20211009,40517.365
20211010,29510.5433
20211011,24092.768
20211012,28357.4886
20211013,27908.3511
20211014,27861.8886
20211015,43956.3334
20211016,39549.7473
20211017,31472.2933
20211018,23631.7361
20211019,24324.9153
20211020,27274.4374
20211021,29223.2605
20211022,41957.1656
20211023,41085.1574
20211024,34421.3611
20211025,25541.7785
20211026,26535.0848
20211027,28138.516
20211028,29652.4501
20211029,44507.3167
20211030,37533.6052
20211031,34864.3036
20211101,31080.8106
20211102,23540.2153
20211103,27488.867
20211104,26966.4633
20211105,40028.0839
20211106,37830.8
20211107,30605.5302
20211108,25052.3322
20211109,25583.9871
20211110,29387.5106
20211111,33103.1064
20211112,45334.2666
20211113,41243.9559
20211114,30456.6437
20211115,27356.4592
20211116,26347.748
20211117,31096.3807
20211118,30637.6616
20211119,40302.3159
20211120,43478.8641
20211121,32505.991
20211122,25316.9
20211123,29482.5419
20211124,27458.7593
20211125,29515.871
20211126,42526.8991
20211127,43580.8751
20211128,31544.6509
20211129,27009.8283
20211130,30694.8621
20211201,34609.6478
20211202,33082.7455
20211203,42568.3643
20211204,40473.9174
20211205,34901.4323
20211206,25964.484
20211207,35378.2408
20211208,23898.1624
20211209,30814.8386
20211210,31970.0409
20211211,41863.9928
20211212,32701.1748
20211213,29183.819
20211214,31966.6956
20211215,32174.5585
20211216,34756.1802
20211217,42335.6801
20211218,37724.2047
20211219,31546.3855
20211220,32602.1787
20211221,35104.7109
20211222,41399.6156
20211223,38128.573
20211224,11588.2844
20211225,15560.9727
20211226,25353.3679
20211227,30371.8548
20211228,29773.9547
20211229,35276.4363
20211230,32834.9455
20211231,9978.2452
20220101,27054.1432
20220102,34847.1641
