,Date,R000,R001,R002,R003,R004,R005,Totale complessivo
570,20190725,21101.1612,33051.3575,,15177.8739,27933.668,20505.9043,117769.9649
571,20190726,26994.0517,47629.0185,,15792.9135,37108.3804,26678.148,154202.5121
572,20190727,45206.2779,56039.8048,,18746.0287,46748.1721,28774.8251,195515.1086
573,20190728,50164.5494,48398.6027,,15778.5824,33746.5604,26628.4641,174716.759
574,20190729,20588.05,32204.5423,,15187.662,27660.6337,18438.2611,114079.1491
575,20190730,20156.1346,36819.9825,,15387.967,26056.9547,18225.0292,116646.068
576,20190731,20257.3196,38520.5513,,13691.6108,31491.2913,20710.1741,124670.9471
577,20190801,23366.714,39445.7126,,14946.3048,28237.0991,20737.2669,126733.0974
578,20190802,27685.455,50871.8945,,15754.9588,35647.1451,25090.9477,155050.4011
579,20190803,36685.7575,50795.2417,,17903.5913,41725.6791,24290.7602,171401.0298
580,20190804,33761.6349,39194.4434,,15904.7126,32823.7532,19904.122,141588.6661
581,20190805,21542.08,33537.5411,,13696.1125,24969.0301,19764.0324,113508.7961
582,20190806,20020.7945,31973.0971,,13828.066,26303.6396,17753.631,109879.2282
583,20190807,21902.5464,34965.1995,,15022.2555,26516.7063,19559.0605,117965.7682
584,20190808,24752.2464,35080.8808,,13663.279,28032.7054,20872.5244,122401.636
585,20190809,23561.6087,46367.7165,,15982.8935,32458.6199,21865.1699,140236.0085
586,20190810,35623.4802,42782.257,,19029.0163,33127.4321,20652.9323,151215.1179
587,20190811,32705.7178,36518.2034,,15648.8178,28223.181,18581.696,131677.616
588,20190812,26147.2365,37877.5929,,15740.1321,26269.8149,17781.2194,123815.9958
589,20190813,24415.9818,34185.7859,,14453.9262,24304.5957,20665.0332,118025.3228
590,20190814,24896.5073,38853.388,,16202.4856,28854.2863,18456.144,127262.8112
591,20190815,10313.2295,32004.3199,,0.0,23060.4332,11811.0566,77189.0392
592,20190816,26041.0129,41975.2137,,18100.0967,29862.7084,19118.2243,135097.256
593,20190817,33865.0501,43274.6356,,19718.1068,35126.9716,20691.1348,152675.8989
594,20190818,32572.7731,37582.5457,,14480.3582,28977.0712,22290.0643,135902.8125
595,20190819,23475.2504,35003.1542,,15561.3444,26396.7711,18258.6061,118695.1262
596,20190820,21555.5025,34716.6148,,15099.4452,27383.7998,18810.2915,117565.6538
597,20190821,28569.3576,37333.6719,,14881.3399,29009.9047,19808.2647,129602.5388
598,20190822,25388.1838,40899.1835,,14365.3377,29341.7915,18047.8935,128042.39
599,20190823,30290.3699,39611.6973,,15193.1549,36126.0186,22728.2986,143949.5393
600,20190824,46496.1182,56455.0763,,16970.2526,39419.2806,24272.5882,183613.3159
601,20190825,39501.1785,42572.453,,18359.3781,27897.3653,21748.167,150078.5419
602,20190826,20867.2793,35164.3481,,14975.2148,25851.5285,20547.6586,117406.0293
603,20190827,21742.9219,37400.6605,,14104.3217,25041.4703,23649.4538,121938.8282
604,20190828,30666.8607,39544.75,,17218.6308,30648.9365,25312.9765,143392.1545
605,20190829,25748.2785,38091.5269,,16265.4268,29231.3553,21457.2911,130793.8786
606,20190830,28726.628,49037.8854,,16493.0724,39325.447,29285.9539,162868.9867
607,20190831,42165.6893,59806.53,,18529.5341,44615.7292,27380.2893,192497.7719
608,20190901,43535.8994,49142.2505,,16931.8849,40943.2093,27381.2805,177934.5246
609,20190902,22753.822,40676.7417,,19426.7353,28005.943,20837.2955,131700.5375
610,20190903,23561.0718,40805.1434,,18971.1137,30767.5501,23256.6495,137361.5285
611,20190904,26180.0287,40939.2858,,16605.9866,28835.8665,20141.7209,132702.8885
612,20190905,27926.4818,42435.2544,,18465.5191,30598.5505,23022.7263,142448.5321
613,20190906,36713.3872,57196.1222,,16684.6218,39979.1021,25522.161,176095.3943
614,20190907,46133.9172,61173.4361,,19783.2369,43178.2414,30234.3258,200503.1574
615,20190908,45034.8416,50990.5081,,16192.6149,38951.8472,28370.0851,179539.8969
616,20190909,26511.0482,38735.3526,,16358.2692,27508.8975,26665.9232,135779.4907
617,20190910,26635.196,44699.403,,17721.9539,30096.549,25028.4195,144181.5214
618,20190911,23862.0249,43908.5493,,18925.1468,30130.415,25733.0388,142559.1748
619,20190912,22867.1905,48052.2609,,19781.2132,31026.4185,31553.0761,153280.1592
620,20190913,31954.223,55202.2821,,22093.1872,39545.576,35702.7349,184498.0032
621,20190914,48886.6861,64190.6489,,23805.6917,49859.0946,32531.5557,219273.677
622,20190915,42850.1129,58734.6711,,18516.9376,36959.4939,24283.3675,181344.583
623,20190916,17751.2356,43831.2357,,23678.8594,25536.4095,23954.7847,134752.5249
624,20190917,19030.1727,35704.1391,,20223.0819,23806.3525,24175.2441,122938.9903
625,20190918,21301.6727,35822.6288,,17629.6071,25005.0437,26423.0792,126182.0315
626,20190919,23893.7433,44740.4965,,19543.6556,31007.0075,31651.494,150836.3969
627,20190920,31695.0242,56580.3392,,21606.6732,41392.8424,31407.2045,182682.0835
628,20190921,46562.5699,68054.1813,,24455.0516,44253.4869,33772.6207,217097.9104
629,20190922,42060.9938,54768.1365,,17313.2904,41130.5874,25582.1699,180855.178
630,20190923,17323.4915,35049.5754,,17218.7134,22732.2634,19544.6881,111868.7318
631,20190924,17643.773,33927.7022,,17840.2784,23999.1409,21106.0346,114516.9291
632,20190925,18163.1205,38540.6231,,17361.5288,27803.6556,22184.7906,124053.7186
633,20190926,17483.6116,40588.3597,,16203.3116,26925.0807,24733.7853,125934.1489
634,20190927,29415.3881,55765.2424,,30589.2993,39620.329,35382.9077,190773.1665
635,20190928,46521.7655,68109.0277,,21311.0065,45936.5858,33411.5348,215289.9203
636,20190929,41901.9888,51775.9102,,17491.9129,33784.1847,26592.8222,171546.8188
637,20190930,14922.8877,33593.5026,,17190.3403,27201.7494,18605.3609,111513.8409
638,20191001,16554.692,33376.3059,,17978.3443,25441.0478,22858.6001,116208.9901
639,20191002,17089.2792,37181.2749,,16859.5686,28000.2436,23605.7171,122736.0834
640,20191003,18604.3697,35948.0569,,16632.0882,28721.3003,28394.4521,128300.2672
641,20191004,26670.714,55900.376,,21942.8965,35866.6133,36812.7963,177193.3961
642,20191005,46057.0992,46685.4374,,22415.4098,49230.6325,31511.2805,195899.8594
643,20191006,42094.1577,64661.8406,,17277.8137,35329.9198,24677.9064,184041.6382
644,20191007,17471.965,30119.3053,,14652.4553,22875.6157,19485.5465,104604.8878
645,20191008,19039.0935,34197.5977,,14416.8388,23000.8373,19339.0554,109993.4227
646,20191009,18731.9454,34302.3345,,15060.0037,26230.2495,20039.999,114364.5321
647,20191010,18322.1255,37317.5649,,16911.111,26395.5321,19394.3974,118340.7309
648,20191011,30182.0813,53273.283,,21335.9517,36899.7741,34179.4257,175870.5158
649,20191012,50731.7223,65998.9694,,23706.2,50363.3263,34439.3679,225239.5859
650,20191013,45405.7982,56393.2915,,18015.4317,36809.6162,30099.7704,186723.908
651,20191014,17108.7315,34341.9825,,16430.0899,21463.3209,18062.8854,107407.0102
652,20191015,19393.8192,33936.2926,,18396.2177,25993.8483,22530.3064,120250.4842
653,20191016,21150.556,40565.9338,,15250.8923,29132.607,23046.8868,129146.8759
654,20191017,18044.0113,40540.3691,,17633.448,27121.5035,22246.0385,125585.3704
655,20191018,32797.9407,55885.8797,,20125.3661,39074.0952,32250.0549,180133.3366
656,20191019,53155.8258,70789.9759,,26307.4805,49242.7747,36170.9943,235667.0512
657,20191020,47767.0431,53114.2367,,19181.0003,35847.574,22159.4324,178069.2865
658,20191021,13923.3038,34022.0314,,15903.4323,22074.5196,17087.5033,103010.7904
659,20191022,20844.936,32933.8177,,18110.0913,25152.4434,17865.0997,114906.3881
660,20191023,19022.1192,37748.0348,,15716.1368,28344.8921,24651.144,125482.3269
661,20191024,19033.4767,38140.9217,,15383.4653,24533.1912,22757.3325,119848.3874
662,20191025,32141.5185,61124.6195,,20003.9854,40400.6099,36141.1757,189811.909
663,20191026,55859.7781,77772.0713,,23099.6682,49678.531,37233.6433,243643.6919
664,20191027,48654.2497,54943.2072,,19169.9319,47492.4807,30510.6228,200770.4923
665,20191028,17937.8703,35710.1276,,19125.6583,24354.1557,20833.1655,117960.9774
666,20191029,19354.006,34647.5199,,16392.9612,23122.1767,20738.8363,114255.5001
667,20191030,20394.2704,38624.999,,18989.8226,27800.8885,24962.4634,130772.4439
668,20191031,43788.6141,68052.0337,,21817.7575,46951.1203,35190.1193,215799.6449
669,20191101,45152.8357,66756.2049,0.0,20057.9645,42299.5839,34034.5453,208301.1343
670,20191102,55136.9868,66827.5713,0.0,18809.3829,42257.0036,31982.8026,215013.7472
671,20191103,49691.0449,51496.97,0.0,16641.3394,31394.8145,29800.3867,179024.5555
672,20191104,18468.3275,30139.0054,0.0,16484.069,23346.6009,18998.0826,107436.0854
673,20191105,17940.8439,34532.0864,0.0,13875.0241,29587.32,24491.9325,120427.2069
674,20191106,17327.9932,35693.2772,0.0,16867.5395,25218.193,22657.18,117764.1829
675,20191107,19112.4836,42621.1457,0.0,15430.093,26224.9218,23292.3327,126680.9768
676,20191108,30835.5299,48814.7415,47231.7538,17611.7655,36394.4686,37950.7352,218838.9945
677,20191109,52177.5527,47126.5214,62987.3321,20279.4977,48380.2655,33719.798,264670.9674
678,20191110,50998.7681,44047.3999,52073.6419,14921.6074,35623.1911,24634.7892,222299.3976
679,20191111,16405.1447,29216.6525,28208.6434,16087.589,21736.3139,20746.3116,132400.6551
680,20191112,18466.8407,27190.8049,31971.0321,14464.0447,23318.4343,24911.4579,140322.6146
681,20191113,18916.9281,34805.8641,29084.6577,17436.6122,27495.5989,23535.3832,151275.0442
682,20191114,18187.0745,32555.5097,31366.111,16106.4631,25417.9198,21430.157,145063.2351
683,20191115,30181.9987,45290.6951,46638.025,19352.5192,40504.8511,39590.2626,221558.3517
684,20191116,51301.8688,61915.3493,55442.0286,21982.2554,43830.4923,34927.0796,269399.074
685,20191117,53538.8007,47349.5414,48690.9241,15997.0181,41095.978,24953.5839,231625.8462
686,20191118,17128.1425,26814.025,22903.1215,15770.5702,23616.3312,21191.2778,127423.4682
687,20191119,16849.987,26460.497,24686.4555,15057.0714,25619.8355,21137.0096,129810.856
688,20191120,18852.4175,29525.2874,32408.5643,16232.9237,28579.187,28292.6476,153891.0275
689,20191121,21149.9778,30269.4308,31397.8294,17084.1993,28836.6925,25862.8034,154600.9332
690,20191122,30814.5082,43697.0107,47287.9631,18643.8112,42507.199,34282.6344,217233.1266
691,20191123,50245.0431,55517.4011,55305.4908,20282.843,43389.2018,34856.4153,259596.3951
692,20191124,50250.536,42084.4935,43428.6433,16370.9896,37513.9464,25898.1149,215546.7237
693,20191125,16595.7442,26876.2228,23427.2185,17608.8745,21557.8566,20067.1331,126133.0497
694,20191126,16509.8402,29127.238,27116.9192,16734.4709,25230.0461,21909.3196,136627.834
695,20191127,20500.2875,33061.6412,27810.4701,13874.1981,26971.791,22903.4106,145121.7985
696,20191128,20237.6195,32646.1219,29320.1503,17116.0829,25765.6658,25541.6133,150627.2537
697,20191129,37128.9891,45482.864,45973.3015,20821.6015,37933.8848,34108.3071,221448.948
698,20191130,56724.3936,55785.2729,56993.3805,23014.6728,48830.6007,38949.9061,280298.2266
699,20191201,54639.7348,42662.3631,39202.1252,17550.848,38787.6797,25575.2728,218418.0236
700,20191202,20297.6697,26273.6558,24066.9555,15793.4504,21893.7495,19863.0698,128188.5507
701,20191203,17806.6602,27292.1138,24156.7417,15632.9173,23844.8441,22573.2171,131306.4942
702,20191204,21011.5815,32308.4531,23703.722,16238.6644,26713.8312,21058.044,141034.2962
703,20191205,20553.4819,29825.0841,26020.4042,14724.9781,26080.7022,23030.532,140235.1825
704,20191206,32666.4415,46571.2016,40234.2122,20184.2599,36303.113,35965.5268,211924.755
705,20191207,48009.8871,52287.4933,50738.7846,23022.1894,43659.3451,34872.7701,252590.4696
706,20191208,52285.5935,40813.2795,39398.7132,17620.5211,35280.3185,25483.5455,210881.9713
707,20191209,23177.4774,31180.0545,22214.6505,16005.1955,22101.9015,19132.4728,133811.7522
708,20191210,22693.6066,37624.5891,29052.072,17742.8104,26772.9728,24766.1232,158652.1741
709,20191211,25914.5936,34681.0142,26951.554,16965.1727,30426.6186,25498.4548,160437.4079
710,20191212,22065.0206,34246.2904,27365.5452,17886.2453,28672.8554,29442.8939,159678.8508
711,20191213,33612.1702,47475.0521,41110.3917,20428.2603,37302.8621,39155.7866,219084.523
712,20191214,58477.083,55527.0653,56513.3506,23797.6795,46560.6288,37716.6881,278592.4953
713,20191215,54871.0148,46891.1114,43817.4828,19059.0827,39736.382,27561.9267,231937.0004
714,20191216,20713.3955,27499.8115,26760.7893,18422.7323,25328.9183,23943.0142,142668.6611
715,20191217,22363.7435,35966.1876,28378.3451,17345.2153,31145.8994,25894.4805,161093.8714
716,20191218,26697.8481,31358.3053,29412.5384,19364.744,33523.5404,29267.7819,169624.7581
717,20191219,29051.9894,39866.064,32891.1548,19272.0668,34951.7357,29175.6829,185208.6936
718,20191220,39230.9526,50999.6767,43351.4949,28340.4317,46925.5969,39118.8231,247966.9759
719,20191221,64084.6731,58617.6269,51718.751,24304.8435,45841.1415,38233.9293,282800.9653
720,20191222,63740.5615,47159.4788,41961.7499,17811.5749,42841.316,30237.382,243752.0631
721,20191223,37414.4134,41344.1084,39278.9845,21810.1996,32337.9413,29824.2168,202009.864
722,20191224,21593.7463,17494.3909,15199.5564,18339.0585,11274.6522,9518.9479,93420.3522
723,20191225,12395.6994,21350.448,18309.2812,0.0,11509.484,8563.8854,72128.798
724,20191226,40848.8388,46099.2665,39562.7981,0.0,31414.9276,21514.3264,179440.1574
725,20191227,43701.0168,43266.2517,38080.1281,17455.5276,36806.3948,26679.4696,205988.7886
726,20191228,56494.3113,44955.7934,42461.4799,19473.8586,40025.7711,29650.7981,233062.0124
727,20191229,48248.5598,42943.4509,37738.0402,14751.4927,35099.4658,24500.399,203281.4084
728,20191230,36371.3819,38814.2356,35588.21,19048.6751,33293.9124,24931.6536,188048.0686
729,20191231,14662.1608,14240.2813,12774.916,13108.3722,13508.3627,8033.0152,76327.1082
730,20200101,41893.2332,55709.0744,43412.3298,0.0,36157.2827,28548.9141,205720.8342
731,20200102,38404.1266,41270.3879,35507.8815,20365.856,29157.3457,26018.7109,190724.3086
732,20200103,38516.3387,44360.9082,39908.0248,17570.8785,36615.2997,28308.8785,205280.3284
733,20200104,59886.3216,54019.1197,47522.1754,19251.9537,41122.5752,27845.1208,249647.2664
734,20200105,53588.6911,42700.4417,40297.8968,14569.2771,39623.0961,28485.2295,219264.6323
735,20200106,30551.1794,39160.1644,29884.7213,15959.972,28195.7165,24000.4212,167752.1748
736,20200107,15135.4175,25811.5914,19656.5698,13314.0462,18218.7103,18606.6825,110743.0177
737,20200108,15490.804,27040.8033,20261.9039,15060.0863,22120.6517,20877.976,120852.2252
738,20200109,17125.0037,26574.0307,23503.6648,16014.075,23569.5383,23180.7814,129967.0939
739,20200110,28506.2099,43345.5064,41135.9564,20099.1819,39039.651,33651.9834,205778.489
740,20200111,49973.6608,60301.4692,53462.3131,21950.6609,46128.5069,36454.7253,268271.3362
741,20200112,48099.219,42024.8563,42423.36,17307.0128,38164.0497,24830.799,212849.2968
742,20200113,14580.3042,26548.3834,22986.5475,15638.8232,21460.5951,20346.3624,121561.0158
743,20200114,17122.2366,31444.3745,23326.4052,16578.8938,26891.669,22889.699,138253.2781
744,20200115,16908.9634,30617.7137,25476.8962,16743.3091,26979.1011,28326.1832,145052.1667
745,20200116,19622.456,35523.4516,29227.6796,17363.8416,27135.9172,26329.2456,155202.5916
746,20200117,30126.4915,51075.4209,38075.3786,20119.9145,39968.488,34424.376,213790.0695
747,20200118,49257.1058,54721.4262,50500.4423,23598.3244,46322.6995,36181.5258,260581.524
748,20200119,51030.8582,42637.4592,38287.578,16046.7846,43005.5661,27522.1548,218530.4009
749,20200120,16644.2717,30371.1527,21992.8282,18228.5397,24285.9694,23204.405,134727.1667
750,20200121,15412.4992,29559.0708,22940.911,17343.6872,22942.8108,21857.9837,130056.9627
751,20200122,18928.1204,33160.8025,25675.9209,15726.0075,26559.9061,24666.6728,144717.4302
752,20200123,20172.7372,37583.2891,30545.6039,15666.0812,30835.3647,32029.0999,166832.176
753,20200124,26761.1197,46058.7925,42305.9854,21326.5353,38406.109,32535.2314,207393.7733
754,20200125,52321.731,54725.4323,49070.5537,23992.2851,46828.3767,35172.8559,262111.2347
755,20200126,47245.6719,47822.3851,36956.3138,16978.8843,37865.6159,29635.0215,216503.8925
756,20200127,13741.8316,31613.2915,24971.5907,17416.1687,24393.9276,22840.8824,134977.6925
757,20200128,15339.7286,28401.6383,23197.9622,16287.0267,25092.0628,18538.9918,126857.4104
758,20200129,16352.6524,30985.0772,25151.2044,16802.1616,28345.3051,28256.7166,145893.1173
759,20200130,17050.5398,31356.4055,25481.0675,16881.2511,28684.3368,27525.3762,146978.9769
760,20200131,28671.6577,44894.6694,40263.6178,20699.8904,39033.043,40085.9452,213648.8235
761,20200201,54272.4539,50283.0804,50224.4757,22184.5841,50637.517,34849.5595,262451.6706
762,20200202,48978.8264,40852.1841,38019.8714,14827.2782,36027.2703,32155.6844,210861.1148
763,20200203,16004.3695,28963.277,20518.9551,15029.3178,22318.6026,22622.6945,125457.2165
764,20200204,17358.8443,26748.7297,22977.7919,15740.9994,23289.1113,21074.2749,127189.7515
765,20200205,19896.0685,31361.1963,24948.9583,14968.0286,27074.1324,25141.2511,143389.6352
766,20200206,19575.1262,30231.6,26989.4674,14653.7769,29305.0345,28695.6117,149450.6167
767,20200207,27943.2496,52211.46,38245.4107,19598.5433,38651.6375,37203.0813,213853.3824
768,20200208,47558.189,51498.4155,44792.0802,22137.3782,47068.8666,35893.2105,248948.14
769,20200209,48402.9805,49967.6723,36868.1796,15746.0793,43769.74,31714.5591,226469.2108
770,20200210,14269.8521,26615.785,23164.5505,18021.5441,21294.1974,22346.8518,125712.7809
771,20200211,17537.9624,30599.2113,22963.0478,15384.0022,25000.4594,24414.2885,135898.9716
772,20200212,19238.4073,33891.606,22200.815,16740.4181,24980.4289,26853.5078,143905.1831
773,20200213,18023.32,32693.493,29292.1489,17514.8757,28646.919,24438.4077,150609.1643
774,20200214,36084.0991,51577.3398,48104.3402,23947.392,44856.1778,41983.4737,246552.8226
775,20200215,48563.018,56575.2593,51323.7578,21896.5992,47246.4566,36749.6486,262354.7395
776,20200216,48491.6516,45151.9271,42755.0816,17484.3963,40904.5525,29712.3764,224499.9855
777,20200217,18010.8474,30620.9351,24472.0672,17132.2312,21190.2453,22613.8563,134040.1825
778,20200218,15788.1227,27894.7634,25043.081,17603.5055,25819.3145,23866.031,136014.8181
779,20200219,17764.3277,32235.6825,24167.4797,17231.0208,26595.4654,23339.7451,141333.7212
780,20200220,20408.0646,36076.9955,31260.0113,20178.5605,29891.0402,27518.2726,165332.9447
781,20200221,29835.8634,42825.622,33892.2668,19921.6332,38926.2825,37184.042,202585.7099
782,20200222,38569.7396,37092.2734,32135.943,16540.9391,38002.2363,30950.7982,193291.9296
783,20200223,24885.728,25722.6312,19306.5523,10299.1875,23162.3616,23761.9963,127138.4569
784,20200224,11270.0266,21400.3384,15163.4602,7546.9968,16406.0533,15640.723,87427.5983
785,20200225,9490.9465,21279.0816,18548.6973,7228.5738,17287.4779,16491.6269,90326.404
786,20200226,12292.7385,23942.1469,19069.7794,8772.12,20134.7825,18847.2963,103058.8636
787,20200227,13385.1235,29352.6947,23697.3618,8523.1223,22425.3631,22346.1084,119729.7738
788,20200228,19547.5791,36607.4527,29252.4183,12643.3755,31420.6683,26003.9255,155475.4194
789,20200229,24952.4275,45003.9905,35310.7566,13401.8913,40749.2232,34381.6305,193799.9196
790,20200301,21281.1879,38065.5905,29801.6257,11813.5346,31443.5898,29136.2001,161541.7286
791,20200302,14275.3037,25817.0843,18062.142,10387.7347,21926.7069,17586.8203,108055.7919
792,20200303,15222.9322,28589.3055,21231.9996,10245.9105,24218.7743,23868.1786,123377.1007
793,20200304,15026.7572,28262.829,18367.762,10038.378,23023.8827,21817.6749,116537.2838
794,20200305,15936.2658,27816.376,20141.0601,8923.9801,27502.909,23848.3959,124168.9869
795,20200306,16584.8823,38489.6176,29241.8868,10414.621,30125.0047,31336.0859,156192.0983
796,20200307,22880.4065,41996.8962,31875.9595,11632.1863,33775.0574,29942.7065,172103.2124
797,20200308,8069.4831,9433.3743,9469.0575,6118.595,12248.8366,10103.7972,55443.1437
798,20200309,6215.5261,9082.1178,7113.099,4238.9907,7806.0717,7233.1168,41688.9221
799,20200310,5036.7828,6714.3062,6542.7873,5560.3842,7284.907,7142.5046,38281.6721
800,20200311,4600.4896,6121.1556,5573.5176,5505.0009,8248.1056,5899.7463,35948.0156
801,20200312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,20200313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,20200314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,20200315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,20200316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,20200317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,20200318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,20200319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,20200320,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,20200321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,20200322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,20200323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,20200324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,20200325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,20200326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,20200327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,20200328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,20200329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,20200330,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,20200331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,20200401,4.13,4.13,4.13,4.13,4.13,4.13,24.78
822,20200402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,20200403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,20200404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,20200405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,20200406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,20200407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,20200408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,20200409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,20200410,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,20200411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,20200412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,20200413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,20200414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,20200415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,20200416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,20200417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,20200418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,20200419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,20200420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,20200421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,20200422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,20200423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,20200424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,20200425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,20200426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,20200427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,20200428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,20200429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,20200430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,20200501,0.0,0.0,0.0,4.13,0.0,0.0,4.13
852,20200502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,20200503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,20200504,0.0,22520.5596,0.0,0.0,18317.7477,20093.4412,60931.7485
855,20200505,0.0,27817.5737,0.0,0.0,22887.0145,25861.7296,76566.3178
856,20200506,0.0,31704.2754,0.0,0.0,19965.3286,23075.9207,74745.5247
857,20200507,12871.4754,30668.3475,14060.5437,0.0,19658.8413,19895.0773,97154.2852
858,20200508,15634.4867,34816.9325,18705.596,0.0,22719.1713,22116.7282,113992.9147
859,20200509,21602.9562,38253.299,20172.3242,0.0,23144.4374,22851.6204,126024.6372
860,20200510,15185.597,32072.0106,17053.596,0.0,17521.2359,18493.9748,100326.4143
861,20200511,13828.3551,28943.4117,14738.318,0.0,18514.6661,17882.5696,93907.3205
862,20200512,10743.5755,26528.9724,15588.4785,0.0,17881.5784,18586.4042,89329.009
863,20200513,13869.4486,27542.8461,16548.084,0.0,18488.6058,16903.1401,93352.1246
864,20200514,13042.953,25968.7379,16061.2809,0.0,17634.687,15707.8768,88415.5356
865,20200515,17025.7185,35698.0267,21646.8994,0.0,20768.944,20361.1478,115500.7364
866,20200516,20383.7802,32111.6586,20109.2178,0.0,24852.9358,24177.6808,121635.2732
867,20200517,18842.0925,32872.9415,17423.5201,0.0,20165.3032,20023.9746,109327.8319
868,20200518,19258.603,27702.9249,19963.9244,0.0,22638.4298,18421.5346,107985.4167
869,20200519,17777.7915,31961.0375,20792.1959,0.0,21413.224,17825.1626,109769.4115
870,20200520,15532.7235,33217.4248,21068.5755,0.0,23272.0544,18611.3494,111702.1276
871,20200521,17538.458,31233.7858,19428.346,0.0,21690.6774,17891.3252,107782.5924
872,20200522,19365.6939,38563.1316,20178.9735,0.0,25315.9501,20424.7498,123848.4989
873,20200523,27928.299,43547.6699,30535.7332,0.0,27815.3022,19316.2165,149143.2208
874,20200524,24915.051,35794.8339,24961.2657,0.0,27922.1866,21373.6173,134966.9545
875,20200525,16126.5762,28635.5202,15887.9448,0.0,18055.0797,14555.5242,93260.6451
876,20200526,16757.9293,31632.909,18002.257,0.0,20893.3396,16838.2991,104124.734
877,20200527,14514.2655,31450.0326,20415.0856,0.0,21054.8226,17461.9291,104896.1354
878,20200528,14996.6082,33055.9831,22800.491,0.0,20213.9546,19432.2282,110499.2651
879,20200529,20746.7246,41208.6444,24230.5861,0.0,25205.9682,26966.1329,138358.0562
880,20200530,27750.9155,43827.1883,31739.9586,0.0,31968.3476,23749.0281,159035.4381
881,20200531,25767.3591,35967.5918,29188.5685,0.0,23266.2311,22725.4489,136915.1994
882,20200601,22085.8771,32729.8783,22762.7015,0.0,25602.2417,17036.9934,120217.692
883,20200602,20132.1806,36274.5747,27025.3158,0.0,25159.2579,21340.9903,129932.3193
884,20200603,18173.7346,28155.449,19308.9064,7920.4727,21198.3814,18843.951,113600.8951
885,20200604,18404.8494,29290.373,23412.8874,8960.6545,24975.8033,17446.4829,122491.0505
886,20200605,17535.4844,36975.5596,25832.9848,11289.5615,28121.8308,26069.799,145825.2201
887,20200606,28383.7554,43646.666,30824.4202,13149.0114,33483.7685,24182.0173,173669.6388
888,20200607,32679.2445,37776.5731,28677.7288,10766.4144,29154.2482,23244.5899,162298.7989
889,20200608,19490.296,27268.2837,23303.6489,12023.9581,24427.711,17921.5155,124435.4132
890,20200609,18862.4121,33229.7322,23157.0752,10278.6614,22944.0085,20940.5042,129412.3936
891,20200610,18211.7719,33687.9144,26027.1361,10491.6042,25482.4717,19667.6382,133568.5365
