,Date,R000,R001,R002,R003,R004,R005,Totale complessivo
269,20180927,490.0,778,,864,790,652.0,3574.0
270,20180928,835.0,1112,,1020,1083,986.0,5036.0
271,20180929,1202.0,1321,,971,1263,915.0,5672.0
272,20180930,924.0,935,,816,955,712.0,4342.0
273,20181001,444.0,671,,770,707,544.0,3136.0
274,20181002,486.0,711,,834,675,561.0,3267.0
275,20181003,454.0,753,,829,723,608.0,3367.0
276,20181004,427.0,792,,772,714,647.0,3352.0
277,20181005,770.0,1122,,859,993,849.0,4593.0
278,20181006,1292.0,1250,,895,1098,929.0,5464.0
279,20181007,907.0,959,,629,864,570.0,3929.0
280,20181008,411.0,731,,775,673,649.0,3239.0
281,20181009,406.0,736,,774,633,565.0,3114.0
282,20181010,483.0,762,,735,684,567.0,3231.0
283,20181011,483.0,763,,782,773,535.0,3336.0
284,20181012,772.0,1176,,953,987,852.0,4740.0
285,20181013,1220.0,1351,,920,1195,849.0,5535.0
286,20181014,907.0,945,,648,919,556.0,3975.0
287,20181015,436.0,716,,836,657,520.0,3165.0
288,20181016,398.0,730,,743,700,581.0,3152.0
289,20181017,468.0,795,,799,671,556.0,3289.0
290,20181018,430.0,761,,756,737,635.0,3319.0
291,20181019,762.0,1158,,810,975,885.0,4590.0
292,20181020,1291.0,1358,,889,1206,844.0,5588.0
293,20181021,888.0,984,,667,842,529.0,3910.0
294,20181022,425.0,710,,748,672,498.0,3053.0
295,20181023,404.0,771,,732,696,520.0,3123.0
296,20181024,462.0,756,,779,712,759.0,3468.0
297,20181025,431.0,722,,693,755,630.0,3231.0
298,20181026,654.0,1124,,765,955,914.0,4412.0
299,20181027,1227.0,1007,,751,1114,753.0,4852.0
300,20181028,108.5,857,,596,919,617.0,3097.5
301,20181029,344.0,630,,701,606,487.0,2768.0
302,20181030,446.0,697,,755,684,580.0,3162.0
303,20181031,997.0,1111,,894,1153,852.0,5007.0
304,20181101,952.0,1042,,620,812,655.0,4081.0
305,20181102,863.0,1092,,685,1013,711.0,4364.0
306,20181103,1364.0,1236,,787,1051,754.0,5192.0
307,20181104,972.0,935,,708,822,634.0,4071.0
308,20181105,378.0,633,,799,583,536.0,2929.0
309,20181106,378.0,710,,690,618,528.0,2924.0
310,20181107,418.0,735,,747,617,630.0,3147.0
311,20181108,424.0,785,,748,664,564.0,3185.0
312,20181109,660.0,1106,,833,1055,864.0,4518.0
313,20181110,1156.0,1395,,891,1176,748.0,5366.0
314,20181111,894.0,1008,,628,898,562.0,3990.0
315,20181112,386.0,728,,719,611,564.0,3008.0
316,20181113,415.0,824,,730,654,604.0,3227.0
317,20181114,487.0,808,,741,688,676.0,3400.0
318,20181115,465.0,768,,760,704,592.0,3289.0
319,20181116,767.0,1161,,956,999,796.0,4679.0
320,20181117,1225.0,1321,,920,1162,867.0,5495.0
321,20181118,998.0,925,,663,902,544.0,4032.0
322,20181119,418.0,698,,866,683,542.0,3207.0
323,20181120,464.0,756,,837,734,637.0,3428.0
324,20181121,506.0,778,,904,741,692.0,3621.0
325,20181122,526.0,822,,902,806,760.0,3816.0
326,20181123,904.0,1112,,980,1052,979.0,5027.0
327,20181124,1391.0,1372,,1057,1269,936.0,6025.0
328,20181125,1075.0,1031,,741,975,690.0,4512.0
329,20181126,446.0,627,,765,597,489.0,2924.0
330,20181127,419.0,724,,748,675,521.0,3087.0
331,20181128,444.0,754,,734,718,526.0,3176.0
332,20181129,440.0,738,,782,652,645.0,3257.0
333,20181130,744.0,1138,,834,1001,956.0,4673.0
334,20181201,1608.0,1510,,1023,1285,1123.0,6549.0
335,20181202,1001.0,968,,673,921,606.0,4169.0
336,20181203,513.0,703,,806,619,653.0,3294.0
337,20181204,456.0,794,,787,686,676.0,3399.0
338,20181205,505.0,830,,763,758,712.0,3568.0
339,20181206,563.0,995,,798,746,785.0,3887.0
340,20181207,821.0,1224,,985,981,1048.0,5059.0
341,20181208,1437.0,1266,,817,1062,781.0,5363.0
342,20181209,1009.0,980,,614,806,630.0,4039.0
343,20181210,512.0,835,,843,556,720.0,3466.0
344,20181211,523.0,750,,777,687,673.0,3410.0
345,20181212,609.0,813,,898,729,880.0,3929.0
346,20181213,506.0,810,,783,676,673.0,3448.0
347,20181214,784.0,1129,,950,1052,942.0,4857.0
348,20181215,1424.0,1368,,978,1090,936.0,5796.0
349,20181216,1076.0,911,,646,924,577.0,4134.0
350,20181217,576.0,762,,1015,648,704.0,3705.0
351,20181218,589.0,821,,1048,775,853.0,4086.0
352,20181219,600.0,853,,760,805,672.0,3690.0
353,20181220,779.0,989,,911,934,955.0,4568.0
354,20181221,1052.0,1158,,1058,1061,1071.0,5400.0
355,20181222,1387.0,1341,,1016,1036,936.0,5716.0
356,20181223,1304.0,951,,623,841,715.0,4434.0
357,20181224,558.0,298,,760,364,204.0,2184.0
358,20181225,254.0,488,,0,324,261.0,1327.0
359,20181226,967.0,898,,0,742,533.0,3140.0
360,20181227,840.0,870,,716,745,549.0,3720.0
361,20181228,993.0,1128,,744,890,734.0,4489.0
362,20181229,1319.0,1178,,834,1046,700.0,5077.0
363,20181230,1091.0,942,,652,770,550.0,4005.0
364,20181231,337.0,315,,546,353,173.0,1724.0
365,20190101,726.0,1134,,0,723,602.0,3185.0
366,20190102,760.0,819,,756,743,549.0,3627.0
367,20190103,793.0,903,,636,771,559.0,3662.0
368,20190104,867.0,1094,,678,913,763.0,4315.0
369,20190105,1489.0,1313,,809,1041,741.0,5393.0
370,20190106,1030.0,895,,567,804,589.0,3885.0
371,20190107,390.0,652,,678,590,508.0,2818.0
372,20190108,354.0,594,,649,587,530.0,2714.0
373,20190109,445.0,715,,684,683,575.0,3102.0
374,20190110,436.0,793,,742,734,648.0,3353.0
375,20190111,792.0,1142,,759,941,931.0,4565.0
376,20190112,1408.0,1313,,882,1166,850.0,5619.0
377,20190113,1126.0,961,,561,878,706.0,4232.0
378,20190114,433.0,720,,801,632,541.0,3127.0
379,20190115,453.0,811,,729,674,609.0,3276.0
380,20190116,469.0,794,,708,672,647.0,3290.0
381,20190117,461.0,833,,743,767,635.0,3439.0
382,20190118,764.0,1231,,821,957,976.0,4749.0
383,20190119,1140.0,1299,,953,1140,902.0,5434.0
384,20190120,1030.0,926,,635,904,664.0,4159.0
385,20190121,412.0,656,,853,663,535.0,3119.0
386,20190122,417.0,676,,751,575,623.0,3042.0
387,20190123,261.0,677,,722,614,558.0,2832.0
388,20190124,493.0,914,,798,747,779.0,3731.0
389,20190125,814.0,1141,,880,909,863.0,4607.0
390,20190126,1355.0,1322,,932,1196,918.0,5723.0
391,20190127,1043.0,873,,616,840,615.0,3987.0
392,20190128,460.0,708,,752,626,651.0,3197.0
393,20190129,423.0,678,,721,648,663.0,3133.0
394,20190130,353.0,679,,675,562,537.0,2806.0
395,20190131,364.0,700,,708,656,565.0,2993.0
396,20190201,555.0,1032,,762,735,687.0,3771.0
397,20190202,1199.0,1322,,893,1155,899.0,5468.0
398,20190203,1091.0,967,,518,1027,698.0,4301.0
399,20190204,457.0,709,,767,720,601.0,3254.0
400,20190205,443.0,686,,753,667,680.0,3229.0
401,20190206,498.0,734,,717,744,671.0,3364.0
402,20190207,383.0,753,,706,743,596.0,3181.0
403,20190208,688.0,1197,,803,473,930.0,4091.0
404,20190209,1288.0,1205,,849,1195,847.0,5384.0
405,20190210,1003.0,901,,543,940,627.0,4014.0
406,20190211,476.0,740,,813,640,618.0,3287.0
407,20190212,484.0,720,,794,678,626.0,3302.0
408,20190213,534.0,819,,805,673,622.0,3453.0
409,20190214,618.0,947,,864,857,783.0,4069.0
410,20190215,796.0,1187,,856,942,983.0,4764.0
411,20190216,1322.0,1283,,906,1091,883.0,5485.0
412,20190217,1041.0,1015,,634,991,720.0,4401.0
413,20190218,451.0,747,,779,671,685.0,3333.0
414,20190219,451.0,751,,750,669,681.0,3302.0
415,20190220,463.0,791,,802,849,651.0,3556.0
416,20190221,576.0,887,,743,878,787.0,3871.0
417,20190222,803.0,1195,,832,996,1003.0,4829.0
418,20190223,1239.0,1321,,973,1131,815.0,5479.0
419,20190224,998.0,996,,648,887,756.0,4285.0
420,20190225,483.0,728,,831,750,724.0,3516.0
421,20190226,500.0,722,,831,717,777.0,3547.0
422,20190227,548.0,776,,929,874,763.0,3890.0
423,20190228,590.0,861,,845,886,821.0,4003.0
424,20190301,826.0,1279,,1015,1016,1090.0,5226.0
425,20190302,1404.0,1285,,1097,1246,1024.0,6056.0
426,20190303,697.0,953,,706,971,789.0,4116.0
427,20190304,667.0,722,,823,753,596.0,3561.0
428,20190305,580.0,768,,743,854,633.0,3578.0
429,20190306,534.0,732,,740,685,734.0,3425.0
430,20190307,467.0,822,,715,745,713.0,3462.0
431,20190308,794.0,1185,,772,1064,959.0,4774.0
432,20190309,1319.0,1313,,824,1235,819.0,5510.0
433,20190310,993.0,1008,,669,963,676.0,4309.0
434,20190311,452.0,660,,844,617,714.0,3287.0
435,20190312,461.0,721,,732,663,751.0,3328.0
436,20190313,510.0,756,,779,756,673.0,3474.0
437,20190314,522.0,811,,749,712,685.0,3479.0
438,20190315,720.0,1164,,986,1023,1122.0,5015.0
439,20190316,1364.0,1379,,914,1055,1046.0,5758.0
440,20190317,1111.0,1098,,610,1057,616.0,4492.0
441,20190318,541.0,774,,763,665,653.0,3396.0
442,20190319,518.0,745,,800,699,787.0,3549.0
443,20190320,457.0,824,,796,746,730.0,3553.0
444,20190321,545.0,818,,773,801,711.0,3648.0
445,20190322,830.0,1124,,866,1026,888.0,4734.0
446,20190323,1272.0,1294,,927,1133,895.0,5521.0
447,20190324,990.0,963,,678,1080,755.0,4466.0
448,20190325,426.0,700,,770,726,644.0,3266.0
449,20190326,487.0,683,,751,722,713.0,3356.0
450,20190327,516.0,765,,743,754,650.0,3428.0
451,20190328,830.0,969,,840,854,812.0,4305.0
452,20190329,742.0,1141,,857,1013,967.0,4720.0
453,20190330,1285.0,1320,,907,1243,850.0,5605.0
454,20190331,974.0,995,,719,970,703.0,4361.0
455,20190401,556.0,764,,829,710,612.0,3471.0
456,20190402,494.0,736,,778,707,715.0,3430.0
457,20190403,509.0,814,,740,780,661.0,3504.0
458,20190404,514.0,847,,742,717,691.0,3511.0
459,20190405,865.0,1236,,859,952,940.0,4852.0
460,20190406,1275.0,1309,,959,1184,971.0,5698.0
461,20190407,1246.0,1096,,663,940,734.0,4679.0
462,20190408,491.0,734,,788,623,611.0,3247.0
463,20190409,506.0,793,,811,697,655.0,3462.0
464,20190410,472.0,777,,785,635,648.0,3317.0
465,20190411,556.0,850,,801,811,705.0,3723.0
466,20190412,891.0,1174,,893,978,950.0,4886.0
467,20190413,1301.0,1387,,961,1157,1003.0,5809.0
468,20190414,1164.0,1005,,617,865,671.0,4322.0
469,20190415,530.0,779,,849,699,693.0,3550.0
470,20190416,531.0,770,,803,755,693.0,3552.0
471,20190417,710.0,937,,1024,897,883.0,4451.0
472,20190418,911.0,1141,,944,1053,979.0,5028.0
473,20190419,900.0,1181,,842,1054,829.0,4806.0
474,20190420,1338.0,1248,,1001,1171,792.0,5550.0
475,20190421,290.0,564,,0,514,337.0,1705.0
476,20190422,738.0,941,,0,849,584.0,3112.0
477,20190423,867.0,892,,726,760,641.0,3886.0
478,20190424,969.0,1023,,727,912,720.0,4351.0
479,20190425,1153.0,1020,,621,877,700.0,4371.0
480,20190426,1027.0,1157,,780,940,805.0,4709.0
481,20190427,1302.0,1314,,845,1103,898.0,5462.0
482,20190428,1302.0,990,,661,954,642.0,4549.0
483,20190429,587.0,764,,725,770,692.0,3538.0
484,20190430,795.0,996,,882,910,873.0,4456.0
485,20190501,799.0,970,,700,842,690.0,4001.0
486,20190502,457.0,773,,734,712,681.0,3357.0
487,20190503,891.0,1185,,824,878,981.0,4759.0
488,20190504,1119.0,1360,,911,1224,923.0,5537.0
489,20190505,1297.0,958,,614,844,681.0,4394.0
490,20190506,482.0,845,,690,701,719.0,3437.0
491,20190507,463.0,807,,673,660,682.0,3285.0
492,20190508,524.0,803,,642,715,729.0,3413.0
493,20190509,550.0,828,,717,713,778.0,3586.0
494,20190510,844.0,1221,,745,1091,919.0,4820.0
495,20190511,1283.0,1150,,927,1265,797.0,5422.0
496,20190512,1043.0,976,,778,977,612.0,4386.0
497,20190513,514.0,757,,708,726,628.0,3333.0
498,20190514,515.0,794,,663,761,703.0,3436.0
499,20190515,602.0,867,,701,736,712.0,3618.0
500,20190516,709.0,1044,,848,978,990.0,4569.0
501,20190517,843.0,1228,,753,1077,1035.0,4936.0
502,20190518,1349.0,1364,,842,1248,881.0,5684.0
503,20190519,1135.0,1036,,608,851,581.0,4211.0
504,20190520,459.0,776,,720,677,655.0,3287.0
505,20190521,477.0,817,,776,794,749.0,3613.0
506,20190522,551.0,806,,630,698,737.0,3422.0
507,20190523,626.0,922,,799,812,758.0,3917.0
508,20190524,787.0,1222,,779,1040,1072.0,4900.0
509,20190525,1129.0,1402,,847,1258,845.0,5481.0
510,20190526,1021.0,1087,,611,914,651.0,4284.0
511,20190527,633.0,829,,767,857,721.0,3807.0
512,20190528,539.0,733,,694,775,641.0,3382.0
513,20190529,577.0,757,,743,903,827.0,3807.0
514,20190530,569.0,838,,814,847,960.0,4028.0
515,20190531,735.0,1226,,869,1145,1053.0,5028.0
516,20190601,1130.0,1327,,993,1268,1095.0,5813.0
517,20190602,906.0,998,,669,874,949.0,4396.0
518,20190603,481.0,723,,818,731,630.0,3383.0
519,20190604,495.0,771,,845,753,742.0,3606.0
520,20190605,533.0,805,,764,723,835.0,3660.0
521,20190606,540.0,823,,779,718,798.0,3658.0
522,20190607,754.0,1279,,1053,1193,1109.0,5388.0
523,20190608,1049.0,1285,,809,1164,900.0,5207.0
524,20190609,1037.0,776,,676,950,753.0,4192.0
525,20190610,533.0,819,,704,788,671.0,3515.0
526,20190611,551.0,803,,777,749,728.0,3608.0
527,20190612,499.0,857,,790,791,780.0,3717.0
528,20190613,555.0,819,,733,814,734.0,3655.0
529,20190614,779.0,1112,,706,1004,947.0,4548.0
530,20190615,1001.0,1295,,810,1119,911.0,5136.0
531,20190616,921.0,935,,716,995,691.0,4258.0
532,20190617,535.0,839,,791,577,735.0,3477.0
533,20190618,484.0,804,,765,718,649.0,3420.0
534,20190619,506.0,847,,797,841,742.0,3733.0
535,20190620,596.0,972,,817,967,813.0,4165.0
536,20190621,742.0,1175,,818,1033,835.0,4603.0
537,20190622,1146.0,1289,,789,1018,797.0,5039.0
538,20190623,842.0,915,,692,910,693.0,4052.0
539,20190624,515.0,749,,781,797,588.0,3430.0
540,20190625,556.0,717,,749,770,629.0,3421.0
541,20190626,567.0,749,,754,903,647.0,3620.0
542,20190627,593.0,865,,835,849,646.0,3788.0
543,20190628,775.0,1114,,817,975,682.0,4363.0
544,20190629,921.0,1105,,861,1123,834.0,4844.0
545,20190630,1049.0,1127,,778,1113,960.0,5027.0
546,20190701,594.0,896,,780,874,812.0,3956.0
547,20190702,619.0,887,,639,797,852.0,3794.0
548,20190703,646.0,942,,709,881,754.0,3932.0
549,20190704,585.0,875,,681,882,749.0,3772.0
550,20190705,844.0,1091,,848,1034,854.0,4671.0
551,20190706,1240.0,1215,,928,1194,793.0,5370.0
552,20190707,1099.0,918,,690,1090,650.0,4447.0
553,20190708,624.0,865,,756,782,707.0,3734.0
554,20190709,683.0,867,,658,794,658.0,3660.0
555,20190710,872.0,1047,,806,998,840.0,4563.0
556,20190711,695.0,935,,738,874,800.0,4042.0
557,20190712,889.0,1136,,752,1058,823.0,4658.0
558,20190713,1294.0,1240,,888,1176,953.0,5551.0
559,20190714,1167.0,999,,650,929,645.0,4390.0
560,20190715,811.0,885,,725,781,675.0,3877.0
561,20190716,558.0,840,,749,754,617.0,3518.0
562,20190717,597.0,881,,733,862,680.0,3753.0
563,20190718,659.0,906,,771,918,810.0,4064.0
564,20190719,773.0,1111,,782,1009,829.0,4504.0
565,20190720,1128.0,1149,,929,1246,790.0,5242.0
566,20190721,979.0,992,,736,928,732.0,4367.0
567,20190722,645.0,835,,745,780,710.0,3715.0
568,20190723,568.0,749,,732,868,635.0,3552.0
569,20190724,616.0,873,,696,871,655.0,3711.0
570,20190725,596.0,826,,740,847,736.0,3745.0
571,20190726,783.0,1140,,831,1126,990.0,4870.0
572,20190727,1221.0,1142,,814,1281,908.0,5366.0
573,20190728,1263.0,1019,,640,972,733.0,4627.0
574,20190729,628.0,793,,750,876,688.0,3735.0
575,20190730,580.0,858,,726,819,680.0,3663.0
576,20190731,621.0,874,,659,891,757.0,3802.0
577,20190801,656.0,868,,659,853,698.0,3734.0
578,20190802,764.0,1146,,682,999,841.0,4432.0
579,20190803,1012.0,1077,,823,1109,754.0,4775.0
580,20190804,946.0,825,,684,932,612.0,3999.0
581,20190805,633.0,771,,649,743,623.0,3419.0
582,20190806,600.0,735,,636,765,616.0,3352.0
583,20190807,628.0,770,,697,771,629.0,3495.0
584,20190808,670.0,808,,606,801,690.0,3575.0
585,20190809,675.0,1050,,743,948,708.0,4124.0
586,20190810,990.0,966,,820,962,644.0,4382.0
587,20190811,882.0,800,,656,793,596.0,3727.0
588,20190812,648.0,791,,693,773,560.0,3465.0
589,20190813,669.0,765,,689,734,637.0,3494.0
590,20190814,667.0,816,,738,840,582.0,3643.0
591,20190815,254.0,666,,0,665,328.0,1913.0
592,20190816,668.0,959,,793,881,637.0,3938.0
593,20190817,973.0,967,,824,982,637.0,4383.0
594,20190818,843.0,773,,618,782,649.0,3665.0
595,20190819,683.0,781,,766,778,605.0,3613.0
596,20190820,591.0,801,,706,785,602.0,3485.0
597,20190821,700.0,869,,718,842,640.0,3769.0
598,20190822,679.0,843,,681,826,557.0,3586.0
599,20190823,826.0,960,,669,782,768.0,4005.0
600,20190824,1218.0,1255,,797,1079,742.0,5091.0
601,20190825,1012.0,890,,744,843,646.0,4135.0
602,20190826,596.0,797,,716,729,694.0,3532.0
603,20190827,600.0,864,,642,756,785.0,3647.0
604,20190828,833.0,891,,718,898,836.0,4176.0
605,20190829,691.0,830,,709,865,713.0,3808.0
606,20190830,844.0,1141,,747,1127,969.0,4828.0
607,20190831,949.0,1234,,841,1121,832.0,4977.0
608,20190901,1128.0,985,,671,1100,861.0,4745.0
609,20190902,600.0,914,,822,835,763.0,3934.0
610,20190903,681.0,848,,803,872,764.0,3968.0
611,20190904,732.0,730,,771,854,694.0,3781.0
612,20190905,773.0,926,,847,857,705.0,4108.0
613,20190906,1047.0,1238,,712,1100,811.0,4908.0
614,20190907,1273.0,1280,,911,1150,875.0,5489.0
615,20190908,1092.0,968,,631,1067,814.0,4572.0
616,20190909,716.0,903,,733,761,978.0,4091.0
617,20190910,687.0,932,,738,858,830.0,4045.0
618,20190911,670.0,958,,832,841,839.0,4140.0
619,20190912,608.0,950,,820,874,1036.0,4288.0
620,20190913,878.0,1205,,899,1125,1187.0,5294.0
621,20190914,1230.0,1329,,959,1326,998.0,5842.0
622,20190915,1104.0,1122,,740,909,680.0,4555.0
623,20190916,492.0,926,,979,780,799.0,3976.0
624,20190917,580.0,810,,900,741,858.0,3889.0
625,20190918,610.0,786,,840,754,795.0,3785.0
626,20190919,728.0,1003,,875,897,1004.0,4507.0
627,20190920,864.0,1218,,948,1159,1060.0,5249.0
628,20190921,1202.0,1381,,951,1124,960.0,5618.0
629,20190922,1037.0,1005,,655,1082,775.0,4554.0
630,20190923,484.0,837,,798,690,705.0,3514.0
631,20190924,473.0,799,,836,693,713.0,3514.0
