Date,R005
20180901,774.0
20180902,664.0
20180903,706.0
20180904,644.0
20180905,691.0
20180906,440.0
20180907,782.0
20180908,817.0
20180909,657.0
20180910,918.0
20180911,768.0
20180912,949.0
20180913,748.0
20180914,960.0
20180915,950.0
20180916,680.0
20180917,667.0
20180918,706.0
20180919,752.0
20180920,1075.0
20180921,900.0
20180922,912.0
20180923,604.0
20180924,639.0
20180925,737.0
20180926,723.0
20180927,652.0
20180928,986.0
20180929,915.0
20180930,712.0
20181001,544.0
20181002,561.0
20181003,608.0
20181004,647.0
20181005,849.0
20181006,929.0
20181007,570.0
20181008,649.0
20181009,565.0
20181010,567.0
20181011,535.0
20181012,852.0
20181013,849.0
20181014,556.0
20181015,520.0
20181016,581.0
20181017,556.0
20181018,635.0
20181019,885.0
20181020,844.0
20181021,529.0
20181022,498.0
20181023,520.0
20181024,759.0
20181025,630.0
20181026,914.0
20181027,753.0
20181028,617.0
20181029,487.0
20181030,580.0
20181031,852.0
20181101,655.0
20181102,711.0
20181103,754.0
20181104,634.0
20181105,536.0
20181106,528.0
20181107,630.0
20181108,564.0
20181109,864.0
20181110,748.0
20181111,562.0
20181112,564.0
20181113,604.0
20181114,676.0
20181115,592.0
20181116,796.0
20181117,867.0
20181118,544.0
20181119,542.0
20181120,637.0
20181121,692.0
20181122,760.0
20181123,979.0
20181124,936.0
20181125,690.0
20181126,489.0
20181127,521.0
20181128,526.0
20181129,645.0
20181130,956.0
20181201,1123.0
20181202,606.0
20181203,653.0
20181204,676.0
20181205,712.0
20181206,785.0
20181207,1048.0
20181208,781.0
20181209,630.0
20181210,720.0
20181211,673.0
20181212,880.0
20181213,673.0
20181214,942.0
20181215,936.0
20181216,577.0
20181217,704.0
20181218,853.0
20181219,672.0
20181220,955.0
20181221,1071.0
20181222,936.0
20181223,715.0
20181224,204.0
20181225,261.0
20181226,533.0
20181227,549.0
20181228,734.0
20181229,700.0
20181230,550.0
20181231,173.0
20190101,602.0
20190102,549.0
20190103,559.0
20190104,763.0
20190105,741.0
20190106,589.0
20190107,508.0
20190108,530.0
20190109,575.0
20190110,648.0
20190111,931.0
20190112,850.0
20190113,706.0
20190114,541.0
20190115,609.0
20190116,647.0
20190117,635.0
20190118,976.0
20190119,902.0
20190120,664.0
20190121,535.0
20190122,623.0
20190123,558.0
20190124,779.0
20190125,863.0
20190126,918.0
20190127,615.0
20190128,651.0
20190129,663.0
20190130,537.0
20190131,565.0
