Date,R004
20200419,0
20200420,0
20200421,0
20200422,0
20200423,0
20200424,0
20200425,0
20200426,0
20200427,0
20200428,0
20200429,0
20200430,0
20200501,0
20200502,0
20200503,0
20200504,211
20200505,279
20200506,280
20200507,286
20200508,322
20200509,280
20200510,249
20200511,261
20200512,270
20200513,259
20200514,261
20200515,326
20200516,350
20200517,268
20200518,432
20200519,418
20200520,443
20200521,410
20200522,480
20200523,505
20200524,527
20200525,431
20200526,456
20200527,440
20200528,454
20200529,476
20200530,590
20200531,214
20200601,531
20200602,470
20200603,463
20200604,519
20200605,625
20200606,657
20200607,556
20200608,525
20200609,495
20200610,544
20200611,565
20200612,673
20200613,761
20200614,673
20200615,556
20200616,592
20200617,538
20200618,591
20200619,656
20200620,707
20200621,594
20200622,542
20200623,525
20200624,556
20200625,557
20200626,528
20200627,710
20200628,625
20200629,524
20200630,562
20200701,662
20200702,551
20200703,638
20200704,739
20200705,637
20200706,546
20200707,591
20200708,595
20200709,607
20200710,612
20200711,743
20200712,605
20200713,591
20200714,587
20200715,653
20200716,604
20200717,682
20200718,712
20200719,553
20200720,588
20200721,614
20200722,611
20200723,591
20200724,693
20200725,734
20200726,653
20200727,544
20200728,542
20200729,630
20200730,594
20200731,654
20200801,692
20200802,637
20200803,599
20200804,648
20200805,613
20200806,659
20200807,677
20200808,734
20200809,637
20200810,609
20200811,564
20200812,595
20200813,616
20200814,718
20200815,562
20200816,641
20200817,650
20200818,587
20200819,613
20200820,669
20200821,649
20200822,751
20200823,700
20200824,626
20200825,561
20200826,592
20200827,695
20200828,707
20200829,834
20200830,736
20200831,671
20200901,666
20200902,691
20200903,1041
20200904,826
20200905,809
20200906,687
20200907,621
20200908,636
20200909,604
20200910,698
20200911,769
20200912,892
20200913,717
20200914,649
20200915,645
20200916,606
20200917,674
20200918,759
20200919,909
20200920,731
20200921,641
20200922,637
20200923,634
20200924,664
20200925,850
20200926,906
20200927,766
20200928,588
20200929,664
20200930,653
20201001,653
20201002,750
20201003,920
20201004,702
20201005,579
20201006,568
20201007,677
20201008,639
20201009,742
20201010,907
20201011,688
20201012,561
20201013,574
20201014,550
20201015,632
20201016,794
20201017,848
20201018,724
20201019,502
20201020,552
20201021,603
20201022,621
20201023,703
20201024,789
20201025,626
20201026,552
20201027,473
20201028,516
20201029,538
20201030,637
20201031,0
20201101,546
20201102,472
20201103,697
20201104,508
20201105,578
20201106,320
20201107,199
20201108,236
20201109,278
20201110,271
20201111,328
20201112,359
20201113,376
20201114,357
20201115,256
20201116,199
20201117,316
20201118,318
20201119,332
20201120,418
20201121,405
20201122,326
20201123,316
20201124,353
20201125,351
20201126,425
20201127,292
20201128,396
20201129,373
20201130,334
20201201,392
20201202,396
20201203,426
20201204,412
20201205,417
20201206,388
20201207,389
20201208,321
20201209,349
20201210,385
20201211,485
20201212,471
20201213,602
20201214,434
20201215,452
20201216,509
20201217,520
20201218,554
20201219,676
20201220,584
20201221,443
20201222,515
20201223,533
20201224,139
20201225,0
20201226,166
20201227,286
20201228,271
20201229,438
20201230,473
20201231,163
20210101,104
20210102,320
20210103,326
20210104,442
20210105,343
20210106,204
20210107,419
20210108,556
20210109,467
20210110,380
20210111,432
20210112,426
20210113,431
20210114,460
20210115,551
20210116,488
20210117,276
20210118,311
20210119,369
20210120,365
20210121,425
20210122,456
20210123,469
20210124,450
20210125,401
20210126,381
20210127,425
20210128,442
20210129,523
20210130,541
20210131,477
20210201,525
20210202,462
20210203,471
20210204,494
20210205,611
20210206,615
20210207,587
20210208,452
20210209,469
20210210,501
20210211,516
20210212,563
20210213,621
20210214,619
20210215,492
20210216,517
20210217,469
20210218,501
20210219,636
20210220,721
20210221,630
20210222,506
20210223,536
20210224,513
20210225,579
20210226,657
20210227,665
20210228,663
20210301,446
20210302,476
20210303,441
20210304,499
20210305,478
20210306,479
20210307,417
20210308,410
20210309,458
20210310,443
20210311,439
20210312,489
20210313,544
20210314,459
20210315,310
20210316,326
20210317,259
20210318,383
20210319,457
20210320,416
20210321,355
20210322,379
20210323,409
20210324,403
20210325,410
20210326,440
20210327,479
20210328,427
20210329,382
20210330,411
20210331,424
20210401,464
20210402,462
20210403,401
20210404,0
20210405,337
20210406,370
20210407,417
20210408,435
20210409,511
20210410,513
20210411,413
20210412,397
20210413,457
20210414,507
20210415,506
20210416,553
20210417,644
20210418,520
20210419,411
20210420,440
20210421,494
20210422,488
20210423,594
20210424,639
20210425,492
20210426,497
20210427,488
20210428,578
20210429,550
20210430,649
20210501,674
20210502,641
20210503,504
20210504,485
20210505,556
20210506,553
20210507,655
20210508,684
20210509,644
20210510,487
20210511,375
20210512,552
20210513,552
20210514,643
20210515,756
20210516,698
20210517,597
20210518,657
20210519,640
20210520,692
20210521,796
20210522,755
20210523,728
20210524,465
20210525,617
20210526,598
20210527,581
20210528,742
20210529,705
20210530,682
20210531,521
20210601,630
20210602,761
20210603,607
20210604,733
20210605,772
20210606,679
20210607,618
20210608,790
20210609,769
20210610,711
20210611,767
20210612,868
20210613,790
20210614,666
20210615,648
20210616,668
20210617,707
20210618,869
20210619,913
20210620,732
20210621,694
20210622,701
20210623,707
20210624,772
20210625,776
20210626,840
20210627,820
20210628,648
20210629,698
20210630,675
20210701,733
20210702,827
20210703,931
20210704,851
20210705,625
20210706,647
20210707,717
20210708,759
20210709,885
20210710,857
20210711,761
20210712,723
20210713,743
20210714,795
20210715,801
20210716,921
20210717,926
20210718,817
20210719,716
20210720,762
20210721,712
20210722,732
20210723,850
20210724,915
20210725,820
20210726,677
20210727,692
20210728,656
20210729,703
20210730,917
20210731,852
20210801,852
20210802,657
20210803,690
20210804,786
20210805,709
20210806,692
20210807,757
20210808,644
20210809,657
20210810,635
20210811,613
20210812,667
20210813,770
20210814,739
20210815,519
20210816,654
20210817,705
20210818,619
20210819,688
20210820,790
20210821,750
20210822,687
20210823,760
20210824,748
20210825,723
20210826,763
20210827,872
20210828,840
20210829,894
20210830,699
20210831,786
20210901,800
20210902,743
20210903,926
20210904,943
20210905,787
20210906,681
20210907,703
20210908,731
20210909,719
20210910,834
20210911,980
20210912,822
20210913,740
20210914,670
20210915,677
20210916,692
20210917,881
20210918,961
20210919,771
20210920,573
20210921,677
20210922,695
20210923,911
20210924,825
20210925,919
20210926,552
20210927,648
20210928,670
20210929,687
20210930,679
20211001,868
20211002,914
20211003,708
20211004,516
20211005,604
20211006,631
20211007,622
20211008,827
20211009,906
20211010,807
20211011,630
20211012,584
20211013,587
20211014,631
20211015,851
20211016,985
20211017,719
20211018,608
20211019,574
20211020,602
20211021,664
20211022,867
20211023,924
20211024,704
20211025,603
20211026,568
20211027,606
20211028,645
20211029,775
20211030,812
20211031,808
20211101,609
20211102,531
20211103,504
20211104,634
20211105,796
20211106,934
20211107,666
20211108,515
20211109,547
20211110,653
20211111,554
20211112,762
20211113,925
20211114,712
20211115,545
20211116,563
20211117,581
20211118,572
20211119,789
20211120,842
20211121,681
20211122,561
20211123,632
20211124,637
20211125,604
20211126,841
20211127,915
20211128,779
20211129,526
20211130,546
20211201,798
20211202,650
20211203,837
20211204,928
20211205,761
20211206,604
20211207,714
20211208,430
20211209,525
20211210,622
20211211,882
20211212,721
20211213,598
20211214,712
20211215,636
20211216,690
20211217,730
20211218,887
20211219,730
20211220,680
20211221,705
20211222,780
20211223,761
20211224,296
20211225,366
20211226,667
20211227,606
20211228,646
20211229,654
20211230,671
20211231,310
20220101,625
20220102,637
20220103,605
20220104,568
20220105,619
20220106,647
20220107,563
20220108,804
20220109,582
20220110,512
20220111,578
20220112,626
20220113,689
20220114,875
20220115,909
20220116,696
20220117,598
20220118,577
20220119,556
20220120,644
20220121,739
20220122,891
20220123,642
20220124,535
20220125,591
20220126,606
20220127,630
20220128,810
20220129,986
20220130,682
20220131,557
20220201,574
20220202,632
20220203,621
20220204,870
20220205,894
20220206,704
20220207,512
20220208,588
20220209,583
20220210,624
20220211,823
20220212,927
20220213,733
20220214,599
20220215,569
20220216,607
20220217,606
20220218,840
20220219,961
20220220,685
20220221,543
20220222,600
20220223,678
20220224,606
20220225,833
20220226,1003
20220227,865
20220228,617
20220301,620
20220302,675
20220303,662
20220304,848
20220305,918
20220306,723
20220307,577
20220308,715
20220309,651
20220310,592
20220311,877
20220312,996
20220313,741
20220314,518
20220315,598
20220316,611
20220317,617
20220318,934
20220319,1049
20220320,671
20220321,575
20220322,563
20220323,624
20220324,740
20220325,854
20220326,927
20220327,799
20220328,618
20220329,606
20220330,634
20220331,682
20220401,898
20220402,1049
20220403,771
20220404,509
20220405,633
20220406,682
20220407,698
20220408,880
20220409,997
20220410,822
20220411,625
20220412,687
20220413,820
20220414,896
20220415,866
20220416,994
20220417,362
20220418,680
20220419,643
20220420,676
20220421,660
20220422,952
20220423,955
20220424,709
20220425,695
20220426,630
20220427,650
20220428,659
20220429,845
20220430,1082
20220501,898
20220502,646
20220503,669
20220504,702
20220505,656
20220506,897
20220507,1066
20220508,867
20220509,621
20220510,593
20220511,668
20220512,699
20220513,982
20220514,1057
20220515,784
20220516,679
20220517,693
20220518,766
20220519,744
20220520,886
20220521,985
20220522,893
20220523,594
20220524,685
20220525,676
20220526,709
20220527,960
20220528,1076
20220529,870
20220530,662
20220531,683
20220601,850
20220602,901
20220603,921
20220604,983
20220605,810
20220606,906
20220607,838
20220608,1078
20220609,776
20220610,1090
20220611,950
20220612,900
20220613,738
20220614,767
20220615,943
20220616,867
20220617,1114
20220618,1130
20220619,918
20220620,793
20220621,736
20220622,894
20220623,851
20220624,1031
20220625,1099
20220626,1001
20220627,868
20220628,712
20220629,948
20220630,879
20220701,1076
20220702,1055
20220703,852
20220704,702
20220705,808
20220706,775
20220707,785
20220708,1012
20220709,1125
20220710,881
20220711,755
20220712,781
20220713,837
20220714,767
20220715,1042
20220716,1084
20220717,936
20220718,709
20220719,884
20220720,910
20220721,834
20220722,938
20220723,1080
20220724,834
20220725,688
20220726,702
20220727,815
20220728,779
20220729,952
20220730,1092
20220731,825
20220801,728
20220802,721
20220803,799
20220804,811
20220805,993
20220806,1008
20220807,794
20220808,740
20220809,800
20220810,793
20220811,769
20220812,989
20220813,924
20220814,721
20220815,783
20220816,785
20220817,702
20220818,769
20220819,919
20220820,946
20220821,835
20220822,682
20220823,751
20220824,705
20220825,723
20220826,925
20220827,1002
20220828,835
20220829,670
20220830,735
20220831,820
20220901,849
20220902,1023
20220903,1111
20220904,907
20220905,758
20220906,814
20220907,799
20220908,907
20220909,1063
20220910,1166
20220911,847
20220912,908
20220913,729
20220914,757
20220915,803
20220916,1199
20220917,1200
20220918,974
20220919,812
20220920,853
20220921,966
20220922,846
20220923,1046
20220924,1179
20220925,968
20220926,760
20220927,771
20220928,848
20220929,894
20220930,1146
20221001,1262
20221002,935
20221003,679
20221004,687
20221005,782
20221006,786
20221007,1176
20221008,1200
20221009,889
20221010,625
20221011,751
20221012,762
20221013,817
20221014,1116
20221015,1217
20221016,907
20221017,706
20221018,688
20221019,718
20221020,766
20221021,1126
20221022,1113
20221023,866
20221024,705
20221025,701
20221026,764
20221027,795
20221028,1078
20221029,1180
20221030,951
20221031,999
20221101,797
20221102,663
20221103,721
20221104,989
20221105,1218
20221106,834
20221107,654
20221108,757
20221109,681
20221110,756
20221111,1102
20221112,1215
20221113,914
20221114,697
20221115,703
20221116,820
20221117,707
20221118,982
20221119,1169
20221120,919
20221121,645
20221122,642
20221123,703
20221124,670
20221125,951
20221126,1062
20221127,845
20221128,0
20221129,623
20221130,667
20221201,973
20221202,1132
20221203,953
20221204,838
20221205,749
20221206,767
20221207,967
20221208,850
20221209,975
20221210,1009
20221211,850
20221212,691
20221213,771
20221214,1003
20221215,893
20221216,1118
20221217,1115
20221218,928
20221219,825
20221220,836
20221221,1007
20221222,999
20221223,1117
20221224,380
20221225,368
20221226,807
20221227,792
20221228,810
20221229,886
20221230,932
20221231,357
20230101,716
20230102,717
20230103,796
20230104,774
20230105,797
20230106,907
20230107,964
20230108,675
20230109,683
20230110,734
20230111,827
20230112,896
20230113,1087
20230114,1161
20230115,921
20230116,618
20230117,686
20230118,731
20230119,582
20230120,1066
20230121,1126
20230122,907
20230123,687
20230124,697
20230125,745
20230126,751
20230127,1062
20230128,1130
20230129,892
20230130,677
20230131,696
20230201,765
20230202,816
20230203,1033
20230204,1193
20230205,890
20230206,590
20230207,669
20230208,687
20230209,737
20230210,1047
20230211,1118
20230212,875
20230213,646
20230214,740
20230215,701
20230216,754
20230217,1071
20230218,1080
20230219,1034
20230220,799
20230221,780
20230222,698
20230223,710
20230224,1064
20230225,1108
20230226,845
20230227,646
20230228,674
20230301,728
20230302,670
20230303,969
20230304,1183
20230305,886
20230306,605
20230307,694
20230308,564
20230309,685
20230310,951
20230311,1173
20230312,933
20230313,668
20230314,662
20230315,800
20230316,759
20230317,1003
20230318,1158
20230319,825
20230320,661
20230321,718
20230322,718
20230323,661
20230324,1001
20230325,1065
20230326,885
20230327,779
20230328,785
20230329,792
20230330,857
20230331,966
20230401,1207
20230402,896
20230403,689
20230404,632
20230405,936
20230406,963
20230407,1045
20230408,983
20230409,436
20230410,750
20230411,699
20230412,695
20230413,746
20230414,1052
20230415,1059
20230416,941
20230417,715
20230418,745
20230419,714
20230420,793
20230421,1038
20230422,1223
20230423,964
20230424,908
20230425,868
20230426,661
20230427,767
20230428,1040
20230429,1138
20230430,926
20230501,1006
20230502,692
20230503,783
