Date,R003
20180901,815
20180902,614
20180903,732
20180904,763
20180905,750
20180906,746
20180907,717
20180908,800
20180909,655
20180910,745
20180911,756
20180912,792
20180913,856
20180914,871
20180915,848
20180916,699
20180917,851
20180918,767
20180919,823
20180920,901
20180921,929
20180922,880
20180923,694
20180924,836
20180925,892
20180926,856
20180927,864
20180928,1020
20180929,971
20180930,816
20181001,770
20181002,834
20181003,829
20181004,772
20181005,859
20181006,895
20181007,629
20181008,775
20181009,774
20181010,735
20181011,782
20181012,953
20181013,920
20181014,648
20181015,836
20181016,743
20181017,799
20181018,756
20181019,810
20181020,889
20181021,667
20181022,748
20181023,732
20181024,779
20181025,693
20181026,765
20181027,751
20181028,596
20181029,701
20181030,755
20181031,894
20181101,620
20181102,685
20181103,787
20181104,708
20181105,799
20181106,690
20181107,747
20181108,748
20181109,833
20181110,891
20181111,628
20181112,719
20181113,730
20181114,741
20181115,760
20181116,956
20181117,920
20181118,663
20181119,866
20181120,837
20181121,904
20181122,902
20181123,980
20181124,1057
20181125,741
20181126,765
20181127,748
20181128,734
20181129,782
20181130,834
20181201,1023
20181202,673
20181203,806
20181204,787
20181205,763
20181206,798
20181207,985
20181208,817
20181209,614
20181210,843
20181211,777
20181212,898
20181213,783
20181214,950
20181215,978
20181216,646
20181217,1015
20181218,1048
20181219,760
20181220,911
20181221,1058
20181222,1016
20181223,623
20181224,760
20181225,0
20181226,0
20181227,716
20181228,744
20181229,834
20181230,652
20181231,546
20190101,0
20190102,756
20190103,636
20190104,678
20190105,809
20190106,567
20190107,678
20190108,649
20190109,684
20190110,742
20190111,759
20190112,882
20190113,561
20190114,801
20190115,729
20190116,708
20190117,743
20190118,821
20190119,953
20190120,635
20190121,853
20190122,751
20190123,722
20190124,798
20190125,880
20190126,932
20190127,616
20190128,752
20190129,721
20190130,675
20190131,708
20190201,762
20190202,893
20190203,518
20190204,767
20190205,753
20190206,717
20190207,706
20190208,803
20190209,849
20190210,543
20190211,813
20190212,794
20190213,805
20190214,864
20190215,856
20190216,906
20190217,634
20190218,779
20190219,750
20190220,802
20190221,743
20190222,832
20190223,973
20190224,648
20190225,831
20190226,831
20190227,929
20190228,845
20190301,1015
20190302,1097
20190303,706
20190304,823
20190305,743
20190306,740
20190307,715
20190308,772
20190309,824
20190310,669
20190311,844
20190312,732
20190313,779
20190314,749
20190315,986
20190316,914
20190317,610
20190318,763
20190319,800
20190320,796
20190321,773
20190322,866
20190323,927
20190324,678
20190325,770
20190326,751
20190327,743
20190328,840
20190329,857
20190330,907
20190331,719
20190401,829
20190402,778
20190403,740
20190404,742
20190405,859
20190406,959
20190407,663
20190408,788
20190409,811
20190410,785
20190411,801
20190412,893
20190413,961
20190414,617
20190415,849
20190416,803
20190417,1024
20190418,944
20190419,842
20190420,1001
20190421,0
20190422,0
20190423,726
20190424,727
20190425,621
20190426,780
20190427,845
20190428,661
20190429,725
20190430,882
20190501,700
20190502,734
20190503,824
20190504,911
20190505,614
20190506,690
20190507,673
20190508,642
20190509,717
20190510,745
20190511,927
20190512,778
20190513,708
20190514,663
20190515,701
20190516,848
20190517,753
20190518,842
20190519,608
20190520,720
20190521,776
20190522,630
20190523,799
20190524,779
20190525,847
20190526,611
20190527,767
20190528,694
20190529,743
20190530,814
20190531,869
20190601,993
20190602,669
20190603,818
20190604,845
20190605,764
20190606,779
20190607,1053
20190608,809
20190609,676
20190610,704
20190611,777
20190612,790
20190613,733
20190614,706
20190615,810
20190616,716
20190617,791
20190618,765
20190619,797
20190620,817
20190621,818
20190622,789
20190623,692
20190624,781
20190625,749
20190626,754
20190627,835
20190628,817
20190629,861
20190630,778
20190701,780
20190702,639
20190703,709
20190704,681
20190705,848
20190706,928
20190707,690
20190708,756
20190709,658
20190710,806
20190711,738
20190712,752
20190713,888
20190714,650
20190715,725
20190716,749
20190717,733
20190718,771
20190719,782
20190720,929
20190721,736
20190722,745
20190723,732
20190724,696
20190725,740
20190726,831
20190727,814
20190728,640
20190729,750
20190730,726
20190731,659
20190801,659
20190802,682
20190803,823
20190804,684
20190805,649
20190806,636
20190807,697
20190808,606
20190809,743
20190810,820
20190811,656
20190812,693
20190813,689
20190814,738
20190815,0
20190816,793
20190817,824
20190818,618
20190819,766
20190820,706
20190821,718
20190822,681
20190823,669
20190824,797
20190825,744
20190826,716
20190827,642
20190828,718
20190829,709
20190830,747
20190831,841
20190901,671
20190902,822
20190903,803
20190904,771
20190905,847
20190906,712
20190907,911
20190908,631
20190909,733
20190910,738
20190911,832
20190912,820
20190913,899
20190914,959
20190915,740
20190916,979
20190917,900
20190918,840
20190919,875
20190920,948
20190921,951
20190922,655
20190923,798
20190924,836
20190925,794
20190926,764
20190927,1175
20190928,927
20190929,745
20190930,782
20191001,818
20191002,821
20191003,769
20191004,913
20191005,956
20191006,644
20191007,724
20191008,724
20191009,725
20191010,763
20191011,868
20191012,926
20191013,660
20191014,793
20191015,746
20191016,757
20191017,772
20191018,820
20191019,948
20191020,722
20191021,764
20191022,817
20191023,700
20191024,689
20191025,796
20191026,871
20191027,677
20191028,825
20191029,731
20191030,866
20191031,906
20191101,724
20191102,807
20191103,581
20191104,755
20191105,661
20191106,744
20191107,755
20191108,769
20191109,879
20191110,605
20191111,741
20191112,706
20191113,821
20191114,757
20191115,816
20191116,862
20191117,619
20191118,796
20191119,819
20191120,855
20191121,871
20191122,868
20191123,912
20191124,712
20191125,800
20191126,754
20191127,657
20191128,771
20191129,872
20191130,931
20191201,610
20191202,719
20191203,707
20191204,746
20191205,700
20191206,860
20191207,910
20191208,649
20191209,717
20191210,811
20191211,695
20191212,812
20191213,840
20191214,894
20191215,628
20191216,806
20191217,791
20191218,751
20191219,854
20191220,1060
20191221,952
20191222,669
20191223,804
20191224,765
20191225,0
20191226,0
20191227,718
20191228,797
20191229,593
20191230,786
20191231,591
20200101,0
20200102,803
20200103,667
20200104,718
20200105,596
20200106,637
20200107,678
20200108,659
20200109,746
20200110,779
20200111,907
20200112,616
20200113,709
20200114,716
20200115,707
20200116,724
20200117,817
20200118,874
20200119,608
20200120,785
20200121,789
20200122,736
20200123,729
20200124,832
20200125,920
20200126,670
20200127,728
20200128,727
20200129,729
20200130,790
20200131,849
20200201,923
20200202,588
20200203,735
20200204,736
20200205,712
20200206,704
20200207,788
20200208,892
20200209,578
20200210,821
20200211,780
20200212,741
20200213,809
20200214,960
20200215,892
20200216,685
20200217,769
20200218,781
20200219,800
20200220,847
20200221,814
20200222,609
20200223,430
20200224,342
20200225,310
20200226,394
20200227,671
20200228,462
20200229,533
20200301,670
20200302,457
20200303,502
20200304,489
20200305,417
20200306,485
20200307,515
20200308,315
20200309,233
20200310,235
20200311,225
20200312,0
20200313,0
20200314,0
20200315,0
20200316,0
20200317,0
20200318,0
20200319,0
20200320,0
20200321,0
20200322,0
20200323,0
20200324,0
20200325,0
20200326,0
20200327,0
20200328,0
20200329,0
20200330,0
20200331,0
20200401,0
20200402,0
20200403,0
20200404,0
20200405,0
20200406,0
20200407,0
20200408,0
20200409,0
20200410,0
20200411,0
